owner;repo;yaml_filename;job;all_unused;maven_unused;fix_suggestion;old_commands
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, openGauss, mask_encrypt_sharding, );0;0;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
netty;netty;codeql-analysis.yml;analyze (cpp);5;5;;./mvnw -B -ntp clean package -DskipTests=tru
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, readwrite_splitting_and_shadow, );0;0;;./mvnw -B -ntp clean package -DskipTests=tru
javaparser;javaparser;maven_tests.yml;maven_test (ubuntu-latest, 11);7;7;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test -DskipTests -Dmaven.test.skip=true --activate-profiles AlsoSlowTests ;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
YunaiV;yudao-cloud;maven.yml;build (8);0;0;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test -DskipTests -Dmaven.test.skip=true --activate-profiles AlsoSlowTests ;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
clojure;clojure;test.yml;test (ubuntu-latest, 17, corretto, test-no-direct);1;1;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
flowable;flowable-engine;main.yml;test_jdk (17);69;69;"./mvnw verify -Pdistro,ui,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false -Dmaven.test.failureFile.directory=target/surefire-reports 
";"./mvnw verify -Pdistro,ui,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false
./mvnw install ${MAVEN_ARGS} -DskipTests=true -Dmaven.javadoc.skip=tru"
fabric8io;kubernetes-client;build.yml;build (17);99;99;./mvnw ${MAVEN_ARGS} clean install -DskipTests;./mvnw ${MAVEN_ARGS} clean instal
quarkusio;quarkus;codeql-analysis.yml;analyze (java);1;1;./mvnw -B --settings .github/mvn-settings.xml -Dquickly-ci install -DskipTests;./mvnw -B --settings .github/mvn-settings.xml -Dquickly-ci instal
sofastack;sofa-jraft;build.yml;test_rpc_grpc_impl;1;1;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && mvn --projects jraft-extension/rpc-grpc-impl test -DfailIfNoTests=false;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test
zxing;zxing;test_java_21.yml;build;0;0;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && mvn --projects jraft-extension/rpc-grpc-impl test -DfailIfNoTests=false;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, openGauss, encrypt, );0;0;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && mvn --projects jraft-extension/rpc-grpc-impl test -DfailIfNoTests=false;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, encrypt, );0;0;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && mvn --projects jraft-extension/rpc-grpc-impl test -DfailIfNoTests=false;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, sharding_and_encrypt, );0;0;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && mvn --projects jraft-extension/rpc-grpc-impl test -DfailIfNoTests=false;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, mask_sharding, );0;0;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && mvn --projects jraft-extension/rpc-grpc-impl test -DfailIfNoTests=false;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test
google;gson;check-api-compatibility.yml;check-api-compatibility;1;0;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && mvn --projects jraft-extension/rpc-grpc-impl test -DfailIfNoTests=false;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test || mvn --projects jraft-extension/rpc-grpc-impl test
apache;zeppelin;core.yml;spark-test (3.7, 8);7;7;;./mvnw install -DskipTests -pl spark-submit,spark/scala-2.12,spark/scala-2.13 -am ${MAVEN_ARGS
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, , MySQL, passthrough, -Dmysql-connector-java.version=8.3.0);0;0;;./mvnw install -DskipTests -pl spark-submit,spark/scala-2.12,spark/scala-2.13 -am ${MAVEN_ARGS
google;gson;codeql-analysis.yml;analyze (java);0;0;;./mvnw install -DskipTests -pl spark-submit,spark/scala-2.12,spark/scala-2.13 -am ${MAVEN_ARGS
jboss-javassist;javassist;maven.yml;build (ubuntu-latest, 11);4;4;mvn -B -DskipTests package --file pom.xml;mvn -B package --file pom.xm
pagehelper;Mybatis-PageHelper;pull-request.yml;mvn_verify;1;0;mvn -B -DskipTests package --file pom.xml;mvn -B package --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, empty_rules, );0;0;mvn -B -DskipTests package --file pom.xml;mvn -B package --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, db, );0;0;mvn -B -DskipTests package --file pom.xml;mvn -B package --file pom.xm
aragozin;jvm-tools;maven.yml;build11;5;5;;mvn -B package --file pom.xml -DdisableToolchai
linlinjava;litemall;main.yml;Litemall-all (11.0.3);1;1;mvn --batch-mode --update-snapshots verify -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -Dmaven.source.skip=true ;mvn --batch-mode --update-snapshots verif
immutables;immutables;ci.yml;build (11, javac, none);12;12;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, sharding_and_encrypt, );0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, db, );0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, openGauss, readwrite_splitting, );0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
clojure;clojure;test.yml;test (ubuntu-latest, 17, corretto, test-direct);1;1;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
Atmosphere;atmosphere;maven.yml;build (22);0;0;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, readwrite_splitting, );0;0;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
netty;netty;codeql-analysis.yml;analyze (java);2;2;./mvnw -B -ntp clean package -DskipTests=true -Dnative.skip=true;./mvnw -B -ntp clean package -DskipTests=tru
apache;incubator-seata;test-ubuntu.yml;test (8, ubuntu, 2.2.13.RELEASE -D spring-framework.version=5.2.12.RELEASE);0;0;./mvnw -B -ntp clean package -DskipTests=true -Dnative.skip=true;./mvnw -B -ntp clean package -DskipTests=tru
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, readwrite_splitting, );0;0;./mvnw -B -ntp clean package -DskipTests=true -Dnative.skip=true;./mvnw -B -ntp clean package -DskipTests=tru
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, mask_encrypt_sharding, );0;0;./mvnw -B -ntp clean package -DskipTests=true -Dnative.skip=true;./mvnw -B -ntp clean package -DskipTests=tru
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, encrypt_and_readwrite_splitting, );0;0;./mvnw -B -ntp clean package -DskipTests=true -Dnative.skip=true;./mvnw -B -ntp clean package -DskipTests=tru
immutables;immutables;ci.yml;build (11, ecj, none);15;15;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, sharding_and_shadow, );0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
Tencent;spring-cloud-tencent;junit_test17.yml;build (17, ubuntu-latest);1;1;mvn clean test -f pom.xml -B -P sonatype -U -Dmaven.test.failure.ignore=true ;mvn clean test -f pom.xml -B -P sonatype -
apache;dolphinscheduler;docs.yml;style;4;0;mvn clean test -f pom.xml -B -P sonatype -U -Dmaven.test.failure.ignore=true ;mvn clean test -f pom.xml -B -P sonatype -
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, mask_encrypt, );0;0;mvn clean test -f pom.xml -B -P sonatype -U -Dmaven.test.failure.ignore=true ;mvn clean test -f pom.xml -B -P sonatype -
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, encrypt, );0;0;mvn clean test -f pom.xml -B -P sonatype -U -Dmaven.test.failure.ignore=true ;mvn clean test -f pom.xml -B -P sonatype -
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, dbtbl_with_readwrite_splitting_and_encrypt, );0;0;mvn clean test -f pom.xml -B -P sonatype -U -Dmaven.test.failure.ignore=true ;mvn clean test -f pom.xml -B -P sonatype -
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, encrypt_shadow, );0;0;mvn clean test -f pom.xml -B -P sonatype -U -Dmaven.test.failure.ignore=true ;mvn clean test -f pom.xml -B -P sonatype -
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, encrypt_and_readwrite_splitting, );0;0;mvn clean test -f pom.xml -B -P sonatype -U -Dmaven.test.failure.ignore=true ;mvn clean test -f pom.xml -B -P sonatype -
spring-cloud;spring-cloud-gateway;maven.yml;build;0;0;mvn clean test -f pom.xml -B -P sonatype -U -Dmaven.test.failure.ignore=true ;mvn clean test -f pom.xml -B -P sonatype -
javaparser;javaparser;maven_tests.yml;maven_test (ubuntu-latest, 17);9;9;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test -Dmaven.test.skip=true --activate-profiles AlsoSlowTests;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
clojure;clojure;test.yml;test (ubuntu-latest, 8, corretto, test-no-direct);1;1;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, mask, );0;0;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;zeppelin;core.yml;core-modules (8);261;261;"./mvnw verify -Pusing-packaged-distr -pl zeppelin-server,zeppelin-web,spark-submit,spark/scala-2.12,spark/scala-2.13,markdown,angular,shell -am -Pweb-classic -Phelium-dev -Pexamples -Dtests.to.exclude=**/org/apache/zeppelin/spark/* -DfailIfNoTests=false -Dmaven.test.skip=true

./mvnw install -Pbuild-distr -DskipTests -pl zeppelin-server,zeppelin-web,spark-submit,spark/scala-2.12,spark/scala-2.13,markdown,angular,shell -am -Pweb-classic -Phelium-dev -Pexamples -Dfrontend-maven-plugin.npm.arguments=""--no-optional"" ${MAVEN_ARGS}";"./mvnw verify -Pusing-packaged-distr -pl zeppelin-server,zeppelin-web,spark-submit,spark/scala-2.12,spark/scala-2.13,markdown,angular,shell -am -Pweb-classic -Phelium-dev -Pexamples -Dtests.to.exclude=**/org/apache/zeppelin/spark/* -DfailIfNoTests=false
./mvnw package -pl zeppelin-plugins -amd ${MAVEN_ARGS}
./mvnw install -Pbuild-distr -DskipTests -pl zeppelin-server,zeppelin-web,spark-submit,spark/scala-2.12,spark/scala-2.13,markdown,angular,shell -am -Pweb-classic -Phelium-dev -Pexamples ${MAVEN_ARGS"
bastillion-io;Bastillion;github-build.yml;build;0;0;"./mvnw verify -Pusing-packaged-distr -pl zeppelin-server,zeppelin-web,spark-submit,spark/scala-2.12,spark/scala-2.13,markdown,angular,shell -am -Pweb-classic -Phelium-dev -Pexamples -Dtests.to.exclude=**/org/apache/zeppelin/spark/* -DfailIfNoTests=false -Dmaven.test.skip=true

./mvnw install -Pbuild-distr -DskipTests -pl zeppelin-server,zeppelin-web,spark-submit,spark/scala-2.12,spark/scala-2.13,markdown,angular,shell -am -Pweb-classic -Phelium-dev -Pexamples -Dfrontend-maven-plugin.npm.arguments=""--no-optional"" ${MAVEN_ARGS}";"./mvnw verify -Pusing-packaged-distr -pl zeppelin-server,zeppelin-web,spark-submit,spark/scala-2.12,spark/scala-2.13,markdown,angular,shell -am -Pweb-classic -Phelium-dev -Pexamples -Dtests.to.exclude=**/org/apache/zeppelin/spark/* -DfailIfNoTests=false
./mvnw package -pl zeppelin-plugins -amd ${MAVEN_ARGS}
./mvnw install -Pbuild-distr -DskipTests -pl zeppelin-server,zeppelin-web,spark-submit,spark/scala-2.12,spark/scala-2.13,markdown,angular,shell -am -Pweb-classic -Phelium-dev -Pexamples ${MAVEN_ARGS"
immutables;immutables;ci.yml;build (8, ecj, errorprone);19;19;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, shadow, );0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;required-check.yml;check-spotless;7;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shenyu;integrated-test.yml;build (shenyu-integrated-test-grpc);1;1;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
apache;incubator-seata;test-druid.yml;test-druid (1.2.2);0;0;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, mask, );0;0;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, encrypt_and_readwrite_splitting, );0;0;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, mask, );0;0;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
citerus;dddsample-core;pipeline.yml;build;1;1;mvn -B test -Dmaven.test.failure.ignore=true ;mvn -B tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, readwrite_splitting_and_shadow, );0;0;mvn -B test -Dmaven.test.failure.ignore=true ;mvn -B tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, readwrite_splitting, );0;0;mvn -B test -Dmaven.test.failure.ignore=true ;mvn -B tes
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, encrypt_shadow, );0;0;mvn -B test -Dmaven.test.failure.ignore=true ;mvn -B tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, dbtbl_with_readwrite_splitting_and_encrypt, );0;0;mvn -B test -Dmaven.test.failure.ignore=true ;mvn -B tes
stleary;JSON-java;pipeline.yml;build-11 (11);0;0;mvn -B test -Dmaven.test.failure.ignore=true ;mvn -B tes
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, shadow, );0;0;mvn -B test -Dmaven.test.failure.ignore=true ;mvn -B tes
apache;incubator-seata;test-ubuntu.yml;test (17, ubuntu, 2.3.12.RELEASE -D spring-framework.version=5.2.15.RELEASE);24;24;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
AsyncHttpClient;async-http-client;maven.yml;RunOnLinux;2;2;./mvnw -B -ntp clean test -Dmaven.test.failure.ignore=true;./mvnw -B -ntp clean tes
apache;incubator-seata;test-ubuntu.yml;test (21, ubuntu, 2.4.13         -D spring-framework.version=5.3.13);4;4;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;e2e-operation.yml;e2e-operation (showprocesslist, Object);25;25;./mvnw -B clean install -am -pl test/e2e/operation/${{ matrix.operation }} -Pit.env.docker -DskipTests -Dmaven.test.skip=true ;./mvnw -B clean install -am -pl test/e2e/operation/${{ matrix.operation }} -Pit.env.docker -DskipTest
jitsi;jitsi;java.yml;java (11);0;0;./mvnw -B clean install -am -pl test/e2e/operation/${{ matrix.operation }} -Pit.env.docker -DskipTests -Dmaven.test.skip=true ;./mvnw -B clean install -am -pl test/e2e/operation/${{ matrix.operation }} -Pit.env.docker -DskipTest
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, tbl, );0;0;./mvnw -B clean install -am -pl test/e2e/operation/${{ matrix.operation }} -Pit.env.docker -DskipTests -Dmaven.test.skip=true ;./mvnw -B clean install -am -pl test/e2e/operation/${{ matrix.operation }} -Pit.env.docker -DskipTest
apache;incubator-seata;test-druid.yml;test-druid (1.2.16);3;3;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, readwrite_splitting_and_shadow, );0;0;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
swagger-api;swagger-core;maven-v1-pulls.yml;build (17);1;1;./mvnw -B -Dhttps.protocols=TLSv1.2 verify -Dmaven.repo.local=target/local-repo --file pom.xml ;./mvnw -B -Dhttps.protocols=TLSv1.2 verify --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, sharding_and_encrypt, );0;0;./mvnw -B -Dhttps.protocols=TLSv1.2 verify -Dmaven.repo.local=target/local-repo --file pom.xml ;./mvnw -B -Dhttps.protocols=TLSv1.2 verify --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, openGauss, db_tbl_sql_federation, );0;0;./mvnw -B -Dhttps.protocols=TLSv1.2 verify -Dmaven.repo.local=target/local-repo --file pom.xml ;./mvnw -B -Dhttps.protocols=TLSv1.2 verify --file pom.xm
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, sharding_and_shadow, );0;0;./mvnw -B -Dhttps.protocols=TLSv1.2 verify -Dmaven.repo.local=target/local-repo --file pom.xml ;./mvnw -B -Dhttps.protocols=TLSv1.2 verify --file pom.xm
